timestamp,Live Zone1,Live Zone2,Live Zone3,Live Zone4,Total Count
0,0,0,0,0,8
0,2,0,3,3,8
0,2,0,3,3,10
0,2,0,3,5,10
0,2,0,3,5,10
0,2,0,3,5,11
0,2,1,3,5,11
0,2,1,3,5,11
0,2,1,3,4,11
0,2,1,3,4,11
0,2,1,3,4,11
0,2,1,3,4,12
0,2,1,3,6,12
0,2,1,3,6,12
0,2,1,3,6,12
0,2,1,3,6,12
0,2,1,3,6,12
0,2,1,3,6,12
0,1,1,3,6,12
0,1,1,3,6,12
0,1,1,3,6,12
0,1,1,3,6,12
0,1,1,2,6,13
0,1,1,2,7,13
0,1,1,2,7,13
0,1,1,2,7,13
0,1,1,2,7,13
0,1,1,2,7,13
0,1,1,2,7,13
1,1,1,2,7,13
1,1,1,2,7,14
1,1,2,2,7,15
1,2,2,2,7,15
1,2,2,3,7,15
1,2,2,3,7,15
1,2,2,3,7,15
1,2,2,3,7,15
1,2,2,3,7,15
1,2,2,3,7,15
1,2,1,3,7,15
1,2,1,3,7,15
1,2,1,3,7,15
1,2,1,3,7,15
1,2,1,3,2,15
1,2,1,3,2,15
1,2,1,2,2,15
1,2,1,2,2,15
1,2,1,2,1,15
1,2,1,2,1,15
1,2,1,2,1,15
1,2,1,2,1,15
1,2,1,2,1,15
1,2,1,2,1,15
1,2,1,2,1,15
1,2,1,2,1,15
1,2,1,2,1,15
1,2,1,2,1,15
1,2,1,2,1,15
1,2,1,2,1,15
2,2,1,2,1,15
2,2,1,2,1,16
2,2,1,3,1,16
2,2,1,3,1,16
2,2,1,3,1,16
2,2,1,3,1,17
2,2,1,3,2,17
2,2,1,3,2,17
2,2,1,3,2,17
2,2,1,3,2,17
2,2,1,3,2,17
2,2,1,3,2,17
2,2,1,3,2,17
2,2,1,3,2,17
2,2,1,3,2,17
2,2,1,3,2,17
2,2,1,3,2,17
2,2,1,3,2,17
2,2,1,3,2,17
2,2,1,3,2,17
2,2,1,3,2,17
2,2,1,3,2,17
2,2,1,3,2,17
2,2,1,3,2,17
2,2,1,3,2,17
2,2,1,3,2,18
2,2,2,3,2,18
2,2,2,3,2,18
2,2,2,3,2,18
2,2,2,3,2,18
3,2,2,3,2,18
3,2,2,3,2,18
3,2,2,3,2,18
3,2,2,3,2,18
3,2,2,3,2,18
3,2,2,3,2,18
3,2,2,3,2,18
3,2,2,3,2,18
3,2,2,3,2,18
3,2,2,3,2,18
3,2,2,3,2,18
3,2,2,3,2,18
3,2,2,3,2,18
3,2,2,3,2,18
3,2,2,3,2,18
3,2,2,3,2,18
3,2,2,3,2,18
3,2,2,3,2,18
3,2,2,3,2,18
3,2,2,3,2,18
3,2,2,3,2,18
3,2,2,3,2,18
3,2,2,3,2,18
3,2,2,3,2,18
3,2,2,3,2,19
3,2,3,3,2,19
3,2,3,3,2,19
3,2,3,3,2,19
3,2,3,3,2,19
3,2,3,3,2,20
4,2,3,4,2,20
4,2,2,4,2,20
4,2,2,4,2,20
4,2,2,4,2,20
4,2,2,4,2,20
4,2,2,4,2,20
4,2,2,4,2,21
4,2,2,4,3,21
4,2,2,4,3,21
4,2,2,4,3,21
4,2,2,4,3,21
4,2,2,4,3,21
4,2,2,4,3,21
4,2,2,4,3,22
4,2,3,4,3,22
4,2,3,4,3,22
4,2,3,4,3,22
4,2,3,4,3,23
4,2,4,4,3,23
4,2,3,4,3,23
4,2,3,4,3,23
4,2,3,4,3,23
4,2,3,4,3,23
4,2,3,4,3,23
4,2,3,4,3,23
4,2,3,4,3,23
4,2,3,4,3,23
4,2,3,4,3,23
4,2,3,4,3,23
4,2,3,4,3,23
5,2,3,4,3,23
5,2,3,4,2,23
5,2,3,4,2,23
5,2,3,4,2,23
5,2,3,4,2,23
5,2,3,4,2,23
5,2,3,4,2,23
5,2,3,4,2,23
5,2,3,4,2,23
5,2,3,4,3,23
5,2,3,4,3,23
5,2,3,4,3,23
5,2,3,4,3,23
5,2,3,4,3,23
5,2,3,4,3,23
5,2,3,4,3,23
5,2,3,4,3,23
5,2,3,4,3,23
5,2,3,4,3,23
5,2,3,4,3,23
5,2,3,4,3,23
5,2,3,4,3,23
5,2,3,4,3,23
5,2,3,4,3,23
5,2,3,4,3,23
5,2,3,4,3,23
5,2,3,4,3,23
5,2,3,4,3,23
5,2,3,4,3,23
5,2,3,4,3,23
6,2,3,4,3,23
6,2,3,4,3,23
6,2,3,4,3,23
6,2,3,4,3,23
6,2,3,4,3,23
6,2,3,4,3,23
6,2,3,4,3,23
6,2,3,4,3,23
6,2,3,4,3,23
6,2,3,4,3,23
6,2,3,4,3,23
6,2,3,4,3,23
6,2,3,4,3,23
6,2,3,4,3,23
6,2,3,4,3,23
6,2,3,4,3,23
6,2,3,4,3,23
6,2,3,4,3,23
6,2,3,4,3,23
6,2,3,4,3,23
6,2,3,4,3,23
6,2,3,4,3,23
6,2,3,4,3,23
6,2,3,4,3,23
6,2,3,4,3,23
6,2,3,4,3,23
6,2,3,4,3,23
6,2,3,4,3,23
6,2,3,4,3,23
6,2,2,4,3,23
7,2,2,4,3,23
7,2,2,4,3,23
7,2,2,4,3,23
7,2,2,4,3,23
7,2,2,4,3,23
7,2,2,4,3,23
7,2,2,4,3,23
7,2,2,4,3,23
7,2,2,4,3,23
7,2,2,4,3,23
7,2,2,4,3,23
7,2,2,4,3,23
7,2,2,4,3,23
7,2,2,4,3,23
7,2,2,4,3,23
7,2,2,4,3,23
7,2,2,4,3,23
7,2,2,4,3,23
7,2,2,4,3,23
7,2,2,4,3,23
7,2,2,4,3,23
7,2,2,4,2,23
7,2,2,4,2,23
7,2,2,4,2,23
7,2,2,4,2,23
7,2,2,4,2,23
7,2,2,4,2,23
7,2,2,4,2,23
7,2,2,4,2,24
7,2,2,4,3,24
8,2,2,4,3,24
8,2,2,4,3,24
8,2,2,4,3,24
8,2,2,4,3,24
8,2,2,4,3,24
8,2,2,4,3,24
8,2,2,4,3,24
8,2,2,4,3,24
8,3,2,4,3,24
8,3,2,4,3,24
8,3,2,4,3,24
8,3,2,4,3,24
8,3,2,4,3,24
8,3,2,4,3,24
8,3,2,4,3,24
8,3,2,4,3,25
8,3,3,4,3,25
8,3,2,4,3,25
8,3,2,4,3,25
8,3,2,4,3,25
8,3,2,4,3,25
8,3,2,4,3,26
8,3,3,4,3,26
8,3,3,4,3,26
8,3,3,4,3,26
8,3,3,4,3,26
8,3,3,4,3,26
8,3,3,4,3,26
8,3,3,4,3,26
8,3,3,4,3,26
9,3,3,4,3,26
9,3,3,4,3,26
9,3,3,4,3,26
9,3,3,4,3,26
9,3,3,4,3,26
9,3,3,4,3,26
9,3,3,4,3,26
9,3,3,4,3,26
9,3,3,4,3,26
9,3,3,4,3,26
9,3,3,4,3,26
9,3,3,4,3,26
9,3,3,4,3,26
9,3,3,4,3,26
9,3,2,4,3,26
9,3,2,4,3,26
9,3,2,4,3,26
9,3,2,4,3,26
9,3,2,4,3,26
9,3,2,4,3,26
9,3,2,4,3,26
9,3,2,4,3,26
9,3,2,4,3,26
9,3,2,4,3,26
9,3,2,4,3,26
9,3,2,4,3,26
9,3,2,4,3,26
9,3,2,4,3,26
9,3,2,4,3,26
9,3,2,4,3,26
10,3,2,4,3,26
10,3,2,4,3,26
10,3,2,4,3,26
10,3,2,4,3,26
10,3,2,4,3,26
10,3,2,4,3,26
10,3,2,4,3,26
10,3,2,4,3,26
10,3,2,4,3,26
10,3,2,4,3,26
10,3,2,3,3,26
10,3,2,3,3,26
10,3,2,3,3,26
10,3,2,3,3,26
10,3,2,3,3,26
10,3,2,3,3,26
10,3,2,3,3,26
10,3,2,3,3,26
10,3,2,3,3,26
10,3,2,3,3,26
10,3,2,3,3,26
10,3,2,3,3,26
10,3,2,3,3,26
10,3,2,4,3,26
10,3,2,4,3,26
10,3,2,4,3,26
10,3,2,4,3,26
10,3,2,4,3,26
10,3,2,4,3,27
10,3,2,4,4,27
11,3,2,4,4,27
11,3,2,4,4,27
11,3,2,4,4,27
11,3,2,4,4,27
11,3,2,4,4,27
11,3,2,4,4,27
11,3,2,4,4,27
11,3,2,4,4,27
11,3,2,4,4,27
11,3,1,4,4,27
11,3,1,4,4,27
11,3,1,4,4,27
11,3,1,4,4,27
11,3,1,4,4,27
11,3,1,4,4,27
11,3,1,4,3,27
11,3,1,4,3,27
11,3,1,4,3,27
11,3,1,4,3,27
11,3,1,4,3,27
11,3,1,4,3,27
11,3,1,4,3,27
11,3,1,4,4,27
11,3,1,4,4,27
11,3,1,4,4,27
11,3,1,4,4,28
11,3,1,4,5,28
11,3,1,4,5,28
11,3,1,4,5,28
11,3,1,4,5,28
12,3,1,4,5,28
12,3,1,4,5,28
12,3,1,4,5,28
12,3,1,4,5,28
12,3,1,4,5,28
12,3,1,4,5,28
12,3,1,4,5,28
12,3,1,4,5,28
12,3,1,4,5,28
12,3,1,4,5,28
12,3,1,4,5,28
12,3,1,4,5,28
12,3,1,4,5,28
12,3,1,4,5,28
12,3,1,4,5,28
12,3,1,4,5,28
12,3,1,4,5,28
12,3,1,4,5,28
12,3,1,4,5,28
12,3,1,4,5,28
12,3,1,4,5,28
12,3,1,4,5,28
12,3,1,4,5,28
12,3,1,3,5,28
12,3,1,3,5,29
12,3,2,3,5,29
12,3,2,3,5,29
12,3,2,3,5,29
12,3,2,3,5,29
12,3,2,3,5,29
13,3,2,3,5,29
13,3,2,3,5,29
13,3,2,3,5,29
13,3,2,3,5,29
13,3,2,3,5,29
13,3,2,3,5,29
13,3,2,3,5,29
13,3,2,3,5,29
13,3,2,3,5,29
13,3,2,3,5,29
13,3,2,3,5,29
13,3,2,3,5,29
13,3,2,3,5,29
13,3,2,3,5,29
13,3,2,3,5,29
13,3,2,3,5,29
13,3,2,3,5,29
13,3,2,3,5,29
13,3,2,3,5,29
13,3,2,3,5,29
13,3,2,3,5,29
13,3,2,3,5,29
13,3,2,3,5,29
13,3,2,3,5,29
13,3,2,3,5,29
13,3,2,3,5,29
13,3,2,3,5,29
13,3,2,3,5,29
13,3,2,3,5,29
13,3,2,3,5,29
14,3,2,3,5,29
14,3,2,3,5,29
14,3,2,3,5,29
14,3,2,3,5,29
14,3,1,3,5,29
14,3,1,3,5,29
14,3,1,3,5,29
14,3,1,3,5,29
14,3,1,3,5,29
14,3,1,3,5,29
14,3,1,3,5,29
14,3,1,3,5,29
14,3,1,3,5,29
14,3,1,3,5,29
14,3,0,3,5,29
14,3,0,3,5,30
14,3,1,3,5,30
14,3,1,3,5,30
14,3,1,3,5,30
14,3,1,3,5,30
14,3,2,3,5,30
14,3,2,3,5,30
14,3,2,3,5,30
14,3,2,3,5,30
14,3,2,3,5,30
14,3,2,3,5,30
14,3,2,3,5,30
14,3,2,3,5,30
14,3,2,3,5,30
14,3,2,3,5,30
15,3,2,3,4,30
15,3,2,3,4,30
15,3,2,3,4,30
15,3,2,3,4,30
15,3,2,3,4,30
15,3,2,3,4,30
15,3,2,3,4,31
15,3,3,3,4,31
15,3,3,3,4,31
15,3,3,3,4,31
15,3,3,3,4,31
15,3,3,3,4,31
15,3,3,3,4,31
15,3,2,3,4,31
15,3,2,3,4,31
15,3,2,3,4,31
15,3,2,3,4,31
15,3,2,3,4,31
15,3,2,3,4,31
15,3,2,3,4,31
15,3,2,3,4,31
15,3,2,3,4,31
15,3,2,3,4,31
15,3,2,3,4,31
15,3,2,3,4,31
15,3,2,3,4,31
15,3,2,3,4,31
15,3,2,3,4,31
15,3,2,3,4,31
15,3,2,3,4,31
16,3,2,3,4,31
