timestamp,Live Zone1,Live Zone2,Live Zone3,Live Zone4,Total Count
0,0,0,0,0,10
0,1,2,3,4,10
0,1,2,3,4,11
0,1,2,3,5,11
0,0,2,3,5,12
0,1,2,3,6,12
0,1,2,3,6,12
0,1,2,3,6,12
0,1,2,3,6,12
0,1,2,3,6,12
0,1,2,3,6,12
0,1,2,3,6,13
0,1,2,3,7,13
0,1,2,3,7,13
0,1,2,3,7,13
0,1,2,3,7,13
0,1,2,3,7,13
0,1,2,3,7,14
0,1,2,3,8,14
0,1,2,3,8,14
0,1,2,3,8,15
0,1,2,3,9,16
0,2,2,3,8,16
0,2,2,3,9,16
0,2,2,3,8,16
0,2,2,3,8,16
0,2,2,3,8,16
0,2,2,3,8,16
0,2,2,3,8,16
1,2,2,3,8,16
1,2,2,3,9,16
1,2,2,3,9,16
1,2,2,3,9,16
1,2,2,3,9,16
1,2,2,2,9,16
1,2,2,2,9,16
1,2,2,2,9,16
1,2,2,2,9,16
1,2,2,2,9,16
1,2,2,2,9,16
1,2,2,2,9,16
1,2,2,2,9,17
1,2,3,2,9,17
1,2,3,2,9,17
1,2,3,2,9,17
1,2,3,2,9,17
1,2,3,2,9,17
1,2,3,2,9,17
1,2,3,2,9,17
1,2,3,2,9,17
1,2,3,2,9,17
1,2,3,2,9,17
1,2,3,2,9,17
1,2,3,2,9,17
1,2,3,2,9,17
1,2,3,2,9,17
1,2,3,2,9,17
1,2,3,2,9,17
1,2,3,2,9,17
2,2,3,2,9,19
2,2,3,4,9,19
2,2,3,4,9,19
2,2,3,4,9,19
2,2,3,4,9,19
2,2,3,4,9,19
2,2,3,4,9,19
2,2,3,4,9,19
2,2,3,4,9,19
2,2,3,4,9,19
2,2,3,4,9,19
2,2,3,4,9,19
2,2,3,4,9,19
2,2,3,4,9,19
2,2,3,4,9,19
2,2,3,4,9,19
2,2,3,4,9,19
2,2,3,3,9,19
2,2,3,3,9,19
2,2,3,3,9,19
2,2,3,3,9,19
2,2,3,3,9,19
2,1,3,3,9,19
2,1,3,3,9,19
2,1,3,3,9,19
2,2,3,3,9,19
2,2,3,3,9,19
2,2,3,3,9,19
2,2,3,3,9,19
2,2,3,3,9,19
3,2,3,3,9,19
3,2,3,3,9,19
3,2,3,3,9,19
3,2,3,3,9,19
3,2,3,3,9,19
3,2,3,3,9,20
3,2,3,4,9,20
3,2,3,4,9,20
3,2,3,4,9,20
3,2,3,4,9,20
3,2,3,4,9,20
3,2,3,4,9,20
3,2,3,4,9,20
3,2,3,4,9,20
3,2,3,4,9,20
3,2,3,4,9,20
3,2,3,4,9,20
3,2,3,4,9,20
3,2,3,4,9,21
3,2,4,4,9,21
3,2,4,4,9,21
3,2,4,4,9,21
3,2,4,4,9,21
3,2,4,4,9,21
3,2,4,4,9,21
3,2,4,4,9,21
3,2,4,3,9,21
3,2,4,3,9,21
3,2,4,3,9,21
3,2,4,3,9,21
4,2,4,3,9,21
4,2,4,3,9,21
4,2,4,3,9,21
4,2,4,3,9,21
4,2,4,3,9,21
4,2,4,3,9,21
4,2,4,3,9,21
4,2,4,3,8,21
4,2,4,3,9,21
4,2,4,3,9,21
4,2,4,3,9,21
4,2,4,3,9,21
4,2,4,3,9,21
4,2,4,2,9,21
4,2,4,2,9,21
4,2,4,2,9,21
4,2,3,2,9,21
4,2,3,2,9,21
4,2,3,2,9,21
4,2,3,2,9,21
4,2,3,2,9,21
4,2,3,2,9,21
4,2,4,2,9,21
4,2,4,2,9,21
4,2,3,2,9,21
4,2,2,2,9,21
4,2,3,2,9,21
4,2,2,2,9,21
4,2,2,2,9,21
4,2,2,2,9,21
5,2,2,2,9,21
5,2,2,2,9,21
5,2,2,2,9,21
5,2,2,2,8,21
5,2,2,2,8,21
5,2,2,2,8,21
5,2,2,2,8,21
5,2,2,2,8,21
5,2,2,2,8,21
5,2,2,2,8,21
5,2,2,2,8,21
5,2,2,2,8,21
5,2,2,2,8,21
5,2,2,2,8,21
5,2,2,2,8,21
5,2,2,2,8,21
5,2,2,2,8,21
5,2,2,2,8,21
5,2,2,2,8,21
5,2,2,2,8,21
5,2,2,2,8,21
5,2,2,2,8,21
5,2,2,2,8,21
5,2,2,2,8,21
5,2,2,2,8,21
5,2,2,2,8,21
5,2,2,2,8,21
5,2,2,2,8,21
5,2,2,2,8,21
5,2,2,2,8,21
6,2,2,2,8,21
6,2,2,2,8,21
6,2,2,2,8,21
